library,function,class,line,file,parent_function
privacy.optimizers.gaussian_query,gaussian_query.GaussianSumQuery,,62,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\optimizers\nested_query_test.py,test_nested_gaussian_sum_no_clip_no_noise
privacy.optimizers.gaussian_query,gaussian_query.GaussianSumQuery,,64,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\optimizers\nested_query_test.py,test_nested_gaussian_sum_no_clip_no_noise
privacy.optimizers.nested_query,nested_query.NestedQuery,,67,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\optimizers\nested_query_test.py,test_nested_gaussian_sum_no_clip_no_noise
privacy.optimizers.gaussian_query,gaussian_query.GaussianAverageQuery,,79,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\optimizers\nested_query_test.py,test_nested_gaussian_average_no_clip_no_noise
privacy.optimizers.gaussian_query,gaussian_query.GaussianAverageQuery,,81,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\optimizers\nested_query_test.py,test_nested_gaussian_average_no_clip_no_noise
privacy.optimizers.nested_query,nested_query.NestedQuery,,84,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\optimizers\nested_query_test.py,test_nested_gaussian_average_no_clip_no_noise
privacy.optimizers.gaussian_query,gaussian_query.GaussianAverageQuery,,96,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\optimizers\nested_query_test.py,test_nested_gaussian_average_with_clip_no_noise
privacy.optimizers.gaussian_query,gaussian_query.GaussianAverageQuery,,98,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\optimizers\nested_query_test.py,test_nested_gaussian_average_with_clip_no_noise
privacy.optimizers.nested_query,nested_query.NestedQuery,,101,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\optimizers\nested_query_test.py,test_nested_gaussian_average_with_clip_no_noise
privacy.optimizers.gaussian_query,gaussian_query.GaussianSumQuery,,113,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\optimizers\nested_query_test.py,test_complex_nested_query
privacy.optimizers.gaussian_query,gaussian_query.GaussianAverageQuery,,115,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\optimizers\nested_query_test.py,test_complex_nested_query
privacy.optimizers.gaussian_query,gaussian_query.GaussianSumQuery,,117,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\optimizers\nested_query_test.py,test_complex_nested_query
privacy.optimizers.nested_query,nested_query.NestedQuery,,120,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\optimizers\nested_query_test.py,test_complex_nested_query
privacy.optimizers.gaussian_query,gaussian_query.GaussianSumQuery,,136,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\optimizers\nested_query_test.py,test_nested_query_with_noise
privacy.optimizers.gaussian_query,gaussian_query.GaussianAverageQuery,,138,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\optimizers\nested_query_test.py,test_nested_query_with_noise
privacy.optimizers.nested_query,nested_query.NestedQuery,,140,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\optimizers\nested_query_test.py,test_nested_query_with_noise
privacy.optimizers.nested_query,nested_query.NestedQuery,,165,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\optimizers\nested_query_test.py,test_record_incompatible_with_query
privacy.optimizers.no_privacy_query,no_privacy_query.NoPrivacySumQuery,,58,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\optimizers\no_privacy_query_test.py,test_no_privacy_sum
privacy.optimizers.no_privacy_query,no_privacy_query.NoPrivacyAverageQuery,,69,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\optimizers\no_privacy_query_test.py,test_no_privacy_average
privacy.optimizers.no_privacy_query,no_privacy_query.NoPrivacySumQuery,,80,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\optimizers\no_privacy_query_test.py,test_incompatible_records
differential_privacy.multiple_teachers.utils,utils.batch_indices,,514,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\deep_cnn.py,train
differential_privacy.multiple_teachers.utils,utils.batch_indices,,592,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\deep_cnn.py,softmax_preds
differential_privacy.multiple_teachers.deep_cnn,deep_cnn.softmax_preds,,82,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\train_student.py,ensemble_preds
differential_privacy.multiple_teachers.input,input.create_dir_if_needed,,103,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\train_student.py,prepare_student_data
differential_privacy.multiple_teachers.input,input.ld_svhn,,107,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\train_student.py,prepare_student_data
differential_privacy.multiple_teachers.input,input.ld_cifar10,,109,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\train_student.py,prepare_student_data
differential_privacy.multiple_teachers.input,input.ld_mnist,,111,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\train_student.py,prepare_student_data
differential_privacy.multiple_teachers.aggregation,aggregation.noisy_max,,127,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\train_student.py,prepare_student_data
differential_privacy.multiple_teachers.aggregation,aggregation.noisy_max,,130,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\train_student.py,prepare_student_data
differential_privacy.multiple_teachers.metrics,metrics.accuracy,,147,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\train_student.py,prepare_student_data
differential_privacy.multiple_teachers.input,input.create_dir_if_needed,,174,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\train_student.py,train_student
differential_privacy.multiple_teachers.deep_cnn,deep_cnn.train,,189,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\train_student.py,train_student
differential_privacy.multiple_teachers.deep_cnn,deep_cnn.softmax_preds,,195,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\train_student.py,train_student
differential_privacy.multiple_teachers.metrics,metrics.accuracy,,198,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\train_student.py,train_student
differential_privacy.multiple_teachers.input,input.create_dir_if_needed,,54,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\train_teachers.py,train_teacher
differential_privacy.multiple_teachers.input,input.create_dir_if_needed,,55,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\train_teachers.py,train_teacher
differential_privacy.multiple_teachers.input,input.ld_svhn,,59,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\train_teachers.py,train_teacher
differential_privacy.multiple_teachers.input,input.ld_cifar10,,61,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\train_teachers.py,train_teacher
differential_privacy.multiple_teachers.input,input.ld_mnist,,63,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\train_teachers.py,train_teacher
differential_privacy.multiple_teachers.input,input.partition_dataset,,69,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\train_teachers.py,train_teacher
differential_privacy.multiple_teachers.deep_cnn,deep_cnn.train,,84,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\train_teachers.py,train_teacher
differential_privacy.multiple_teachers.deep_cnn,deep_cnn.softmax_preds,,90,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\train_teachers.py,train_teacher
differential_privacy.multiple_teachers.metrics,metrics.accuracy,,93,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\research\pate_2017\train_teachers.py,train_teacher
privacy.optimizers.dp_optimizer,dp_optimizer.make_optimizer_class,,75,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-05-15\10_pipeline\kubeflow\wip\privacy\tutorials\mnist_dpsgd_tutorial.py,cnn_model_fn
tensorflow_privacy.privacy.optimizers.dp_optimizer,dp_optimizer.DPGradientDescentGaussianOptimizer,,70,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\research\GDP_2019\adult_tutorial.py,nn_model_fn
tensorflow_privacy.privacy.optimizers.dp_optimizer,dp_optimizer.DPAdamGaussianOptimizer,,74,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\research\GDP_2019\imdb_tutorial.py,nn_model_fn
tensorflow_privacy.privacy.analysis.compute_dp_sgd_privacy_lib,compute_dp_sgd_privacy_lib.compute_dp_sgd_privacy,,35,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\compute_dp_sgd_privacy_test.py,test_compute_dp_sgd_privacy
tensorflow_privacy.privacy.analysis.tensor_buffer,tensor_buffer.TensorBuffer,,87,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger.py,__init__
tensorflow_privacy.privacy.analysis.tensor_buffer,tensor_buffer.TensorBuffer,,93,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger.py,__init__
tensorflow_privacy.privacy.analysis.privacy_ledger,privacy_ledger.PrivacyLedger,,36,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,test_fail_on_probability_zero
tensorflow_privacy.privacy.analysis.privacy_ledger,privacy_ledger.PrivacyLedger,,39,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,test_basic
tensorflow_privacy.privacy.dp_query.gaussian_query,gaussian_query.GaussianSumQuery,,60,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,test_sum_query
tensorflow_privacy.privacy.analysis.privacy_ledger,privacy_ledger.QueryWithLedger,,62,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,test_sum_query
tensorflow_privacy.privacy.dp_query.test_utils,test_utils.run_query,,68,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,test_sum_query
tensorflow_privacy.privacy.dp_query.test_utils,test_utils.run_query,,80,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,test_sum_query
tensorflow_privacy.privacy.dp_query.gaussian_query,gaussian_query.GaussianAverageQuery,,96,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,test_nested_query
tensorflow_privacy.privacy.dp_query.gaussian_query,gaussian_query.GaussianAverageQuery,,98,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,test_nested_query
tensorflow_privacy.privacy.dp_query.nested_query,nested_query.NestedQuery,,101,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,test_nested_query
tensorflow_privacy.privacy.analysis.privacy_ledger,privacy_ledger.QueryWithLedger,,102,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,test_nested_query
tensorflow_privacy.privacy.dp_query.test_utils,test_utils.run_query,,111,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,test_nested_query
tensorflow_privacy.privacy.dp_query.test_utils,test_utils.run_query,,123,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,test_nested_query
tensorflow_privacy.privacy.analysis.rdp_accountant,rdp_accountant.compute_heterogenous_rdp,,88,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,test_compute_heterogeneous_rdp_different_sampling_probabilities
tensorflow_privacy.privacy.analysis.rdp_accountant,rdp_accountant.compute_rdp,,94,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,test_compute_rdp_no_data
tensorflow_privacy.privacy.analysis.rdp_accountant,rdp_accountant.compute_rdp,,98,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,test_compute_rdp_no_sampling
tensorflow_privacy.privacy.analysis.rdp_accountant,rdp_accountant.compute_rdp,,101,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,test_compute_rdp_scalar
tensorflow_privacy.privacy.analysis.rdp_accountant,rdp_accountant.compute_rdp,,105,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,test_compute_rdp_sequence
tensorflow_privacy.privacy.analysis.rdp_accountant,rdp_accountant._compute_log_a,,127,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,test_compute_log_a_equals_mp
tensorflow_privacy.privacy.analysis.rdp_accountant,rdp_accountant.compute_rdp,,133,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,test_get_privacy_spent_check_target_delta
tensorflow_privacy.privacy.analysis.rdp_accountant,rdp_accountant.get_privacy_spent,,134,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,test_get_privacy_spent_check_target_delta
tensorflow_privacy.privacy.analysis.rdp_accountant,rdp_accountant.compute_rdp,,141,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,test_get_privacy_spent_check_target_eps
tensorflow_privacy.privacy.analysis.rdp_accountant,rdp_accountant.get_privacy_spent,,142,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,test_get_privacy_spent_check_target_eps
tensorflow_privacy.privacy.analysis.rdp_accountant,rdp_accountant.compute_rdp,,151,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,test_check_composition
tensorflow_privacy.privacy.analysis.rdp_accountant,rdp_accountant.get_privacy_spent,,156,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,test_check_composition
tensorflow_privacy.privacy.analysis.rdp_accountant,rdp_accountant.compute_rdp,,159,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,test_check_composition
tensorflow_privacy.privacy.analysis.rdp_accountant,rdp_accountant.get_privacy_spent,,163,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,test_check_composition
tensorflow_privacy.privacy.analysis.privacy_ledger,privacy_ledger.GaussianSumQueryEntry,,176,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,test_compute_rdp_from_ledger
tensorflow_privacy.privacy.analysis.privacy_ledger,privacy_ledger.SampleEntry,,178,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,test_compute_rdp_from_ledger
tensorflow_privacy.privacy.analysis.rdp_accountant,rdp_accountant.compute_rdp,,181,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,test_compute_rdp_from_ledger
tensorflow_privacy.privacy.analysis.rdp_accountant,rdp_accountant.compute_rdp_from_ledger,,182,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,test_compute_rdp_from_ledger
tensorflow_privacy.privacy.analysis.tensor_buffer,tensor_buffer.TensorBuffer,,33,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\tensor_buffer_test_eager.py,test_basic
tensorflow_privacy.privacy.analysis.tensor_buffer,tensor_buffer.TensorBuffer,,45,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\tensor_buffer_test_eager.py,test_fail_on_scalar
tensorflow_privacy.privacy.analysis.tensor_buffer,tensor_buffer.TensorBuffer,,50,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\tensor_buffer_test_eager.py,test_fail_on_inconsistent_shape
tensorflow_privacy.privacy.analysis.tensor_buffer,tensor_buffer.TensorBuffer,,60,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\tensor_buffer_test_eager.py,test_resize
tensorflow_privacy.privacy.analysis.tensor_buffer,tensor_buffer.TensorBuffer,,33,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\tensor_buffer_test_graph.py,test_noresize
tensorflow_privacy.privacy.analysis.tensor_buffer,tensor_buffer.TensorBuffer,,53,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\analysis\tensor_buffer_test_graph.py,test_resize
tensorflow_privacy.privacy.bolt_on.models,models.BoltOnModel,,147,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py,test_init_params
tensorflow_privacy.privacy.bolt_on.models,models.BoltOnModel,,163,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py,test_bad_init_params
tensorflow_privacy.privacy.bolt_on.models,models.BoltOnModel,,187,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py,test_compile
tensorflow_privacy.privacy.bolt_on.models,models.BoltOnModel,,214,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py,test_bad_compile
tensorflow_privacy.privacy.bolt_on.models,models.BoltOnModel,,283,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py,_do_fit
tensorflow_privacy.privacy.bolt_on.models,models.BoltOnModel,,387,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py,test_fit_gen
tensorflow_privacy.privacy.bolt_on.models,models.BoltOnModel,,473,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py,test_class_calculate
tensorflow_privacy.privacy.bolt_on.models,models.BoltOnModel,,540,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py,test_class_errors
tensorflow_privacy.privacy.bolt_on.optimizers,opt.BoltOn,,217,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\bolt_on\optimizers_test.py,test_fn
