,library,function,line,file
3923,yellowbrick.classifier.ClassificationReport,ClassificationReport,171,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01h_Phase_1_ML_FullFeatureSet-08172019_ak.py
3924,yellowbrick.classifier.ClassificationReport,ClassificationReport,147,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01i_Phase_2_ML_FullFeatureSet-08222019_ak.py
3925,yellowbrick.classifier.ClassificationReport,ClassificationReport,150,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01k_Phase_2_ML_FullFeatureSet-08222019-DropStates-ModelLeakage_ak.py
3926,yellowbrick.features.FeatureImportances,FeatureImportances,163,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01k_Phase_2_ML_FullFeatureSet-08222019-DropStates-ModelLeakage_ak.py
3927,yellowbrick.features.Rank2D,Rank2D,169,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01k_Phase_2_ML_FullFeatureSet-08222019-DropStates-ModelLeakage_ak.py
3928,yellowbrick.classifier.ClassificationReport,ClassificationReport,130,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01l_Phase_2_ML_FullFeatureSet-08222019v2_ak.py
3929,yellowbrick.classifier.ClassificationReport,ClassificationReport,151,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01m_Phase_2_ML_FullFeatureSet-BestInitialScaling_ak.py
3930,yellowbrick.features.FeatureImportances,FeatureImportances,164,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01m_Phase_2_ML_FullFeatureSet-BestInitialScaling_ak.py
3931,yellowbrick.features.Rank2D,Rank2D,170,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01m_Phase_2_ML_FullFeatureSet-BestInitialScaling_ak.py
3932,yellowbrick.features.Rank2D,Rank2D,212,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01p_Phase_2_Models-08282019_ak.py
3933,yellowbrick.features.FeatureImportances,FeatureImportances,221,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01p_Phase_2_Models-08282019_ak.py
3934,yellowbrick.model_selection.LearningCurve,LearningCurve,286,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01q_Phase_2_Models-09052019_ak.py
3935,yellowbrick.model_selection.LearningCurve,LearningCurve,293,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01q_Phase_2_Models-09052019_ak.py
3936,yellowbrick.model_selection.LearningCurve,LearningCurve,300,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01q_Phase_2_Models-09052019_ak.py
3937,yellowbrick.model_selection.LearningCurve,LearningCurve,307,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01q_Phase_2_Models-09052019_ak.py
3938,yellowbrick.model_selection.LearningCurve,LearningCurve,255,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01r_Phase_3_Models_09062019_ak.py
3939,yellowbrick.model_selection.LearningCurve,LearningCurve,262,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01r_Phase_3_Models_09062019_ak.py
3940,yellowbrick.model_selection.LearningCurve,LearningCurve,269,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01r_Phase_3_Models_09062019_ak.py
3941,yellowbrick.model_selection.LearningCurve,LearningCurve,276,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01r_Phase_3_Models_09062019_ak.py
3942,yellowbrick.model_selection.LearningCurve,LearningCurve,241,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01s_Phase_3_Models_09062019v2_ak.py
3943,yellowbrick.model_selection.LearningCurve,LearningCurve,248,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01s_Phase_3_Models_09062019v2_ak.py
3944,yellowbrick.model_selection.LearningCurve,LearningCurve,255,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01s_Phase_3_Models_09062019v2_ak.py
3945,yellowbrick.model_selection.LearningCurve,LearningCurve,262,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01s_Phase_3_Models_09062019v2_ak.py
3946,yellowbrick.model_selection.ValidationCurve,ValidationCurve,221,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01t_Phase_3_Models_ak.py
3947,yellowbrick.model_selection.ValidationCurve,ValidationCurve,228,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01t_Phase_3_Models_ak.py
3948,yellowbrick.model_selection.LearningCurve,LearningCurve,238,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01t_Phase_3_Models_ak.py
3949,yellowbrick.model_selection.LearningCurve,LearningCurve,247,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01t_Phase_3_Models_ak.py
3950,yellowbrick.features.Rank2D,Rank2D,255,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\01t_Phase_3_Models_ak.py
3951,yellowbrick.features.Rank1D,Rank1D,34,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\03c_Visual analysis_Inspired by_Yellowbrick_tn.py
3952,yellowbrick.features.Rank2D,Rank2D,39,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\03c_Visual analysis_Inspired by_Yellowbrick_tn.py
3953,yellowbrick.features.Rank2D,Rank2D,44,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\03c_Visual analysis_Inspired by_Yellowbrick_tn.py
3954,yellowbrick.features.JointPlotVisualizer,JointPlotVisualizer,54,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\03c_Visual analysis_Inspired by_Yellowbrick_tn.py
3955,yellowbrick.classifier.ClassificationReport,ClassificationReport,76,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\03c_Visual analysis_Inspired by_Yellowbrick_tn.py
3956,yellowbrick.classifier.ConfusionMatrix,ConfusionMatrix,82,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\03c_Visual analysis_Inspired by_Yellowbrick_tn.py
3957,yellowbrick.classifier.DiscriminationThreshold,DiscriminationThreshold,88,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\03c_Visual analysis_Inspired by_Yellowbrick_tn.py
3958,yellowbrick.features.Rank1D,Rank1D,77,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\03d_Prelim_ Machine Learning Pipeline_ with_ Yellowbrick Library_yr2013_tn.py
3959,yellowbrick.features.Rank2D,Rank2D,88,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\03d_Prelim_ Machine Learning Pipeline_ with_ Yellowbrick Library_yr2013_tn.py
3960,yellowbrick.features.Rank2D,Rank2D,99,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\03d_Prelim_ Machine Learning Pipeline_ with_ Yellowbrick Library_yr2013_tn.py
3961,yellowbrick.features.importances.FeatureImportances,FeatureImportances,114,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\03d_Prelim_ Machine Learning Pipeline_ with_ Yellowbrick Library_yr2013_tn.py
3962,yellowbrick.features.importances.FeatureImportances,FeatureImportances,127,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\03d_Prelim_ Machine Learning Pipeline_ with_ Yellowbrick Library_yr2013_tn.py
3963,yellowbrick.features.importances.FeatureImportances,FeatureImportances,140,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\03d_Prelim_ Machine Learning Pipeline_ with_ Yellowbrick Library_yr2013_tn.py
3964,yellowbrick.classifier.ClassificationReport,ClassificationReport,154,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\03d_Prelim_ Machine Learning Pipeline_ with_ Yellowbrick Library_yr2013_tn.py
3965,yellowbrick.model_selection.ValidationCurve,ValidationCurve,170,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\notebooks\03d_Prelim_ Machine Learning Pipeline_ with_ Yellowbrick Library_yr2013_tn.py
3966,yellowbrick.model_selection.LearningCurve,LearningCurve,286,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\Phase_2_Models-AK Edits 09052019.py
3967,yellowbrick.model_selection.LearningCurve,LearningCurve,293,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\Phase_2_Models-AK Edits 09052019.py
3968,yellowbrick.model_selection.LearningCurve,LearningCurve,300,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\Phase_2_Models-AK Edits 09052019.py
3969,yellowbrick.model_selection.LearningCurve,LearningCurve,307,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Loan-Canoe\Phase_2_Models-AK Edits 09052019.py
3970,yellowbrick.features.Rank2D,Rank2D,79,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Spotify\5_Machine_Learning\.ipynb_checkpoints\Models-checkpoint.py
3971,yellowbrick.classifier.confusion_matrix,confusion_matrix,166,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Spotify\5_Machine_Learning\.ipynb_checkpoints\Models-checkpoint.py
3972,yellowbrick.classifier.confusion_matrix,confusion_matrix,304,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Spotify\5_Machine_Learning\.ipynb_checkpoints\Models-checkpoint.py
3973,yellowbrick.model_selection.CVScores,CVScores,325,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Spotify\5_Machine_Learning\.ipynb_checkpoints\Models-checkpoint.py
3974,yellowbrick.classifier.confusion_matrix,confusion_matrix,270,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Spotify\5_Machine_Learning\.ipynb_checkpoints\tsp-Nick-checkpoint.py
3975,yellowbrick.text.FreqDistVisualizer,FreqDistVisualizer,68,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Spotify\5_Machine_Learning\Create_SSP.py
3976,yellowbrick.features.Rank2D,Rank2D,98,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Spotify\5_Machine_Learning\Models.py
3977,yellowbrick.classifier.confusion_matrix,confusion_matrix,156,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Spotify\5_Machine_Learning\Models.py
3978,yellowbrick.classifier.DiscriminationThreshold,DiscriminationThreshold,157,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Spotify\5_Machine_Learning\Models.py
3979,yellowbrick.classifier.confusion_matrix,confusion_matrix,302,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Spotify\5_Machine_Learning\Models.py
3980,yellowbrick.classifier.DiscriminationThreshold,DiscriminationThreshold,304,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Spotify\5_Machine_Learning\Models.py
3981,yellowbrick.model_selection.CVScores,CVScores,336,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Spotify\5_Machine_Learning\Models.py
3982,yellowbrick.classifier.confusion_matrix,confusion_matrix,292,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Spotify\5_Machine_Learning\tsp_demo.py
3983,yellowbrick.text.FreqDistVisualizer,FreqDistVisualizer,466,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Yelp-Ratings\notebooks\ann-text-processing2.py
3984,yellowbrick.text.TSNEVisualizer,TSNEVisualizer,795,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Yelp-Ratings\notebooks\MAH_added_wordembedding_with_working_pipeline.py
3985,yellowbrick.text.TSNEVisualizer,TSNEVisualizer,809,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\georgetown-analytics\Yelp-Ratings\notebooks\MAH_added_wordembedding_with_working_pipeline.py
4002,shapely.geometry.Polygon,Polygon,197,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\GeoscienceAustralia\uncover-ml\uncoverml\resampling.py
4008,eli5.sklearn.PermutationImportance,PermutationImportance,321,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\GeoscienceAustralia\uncover-ml\uncoverml\validate.py
4009,eli5.explain_weights_df,eli5.explain_weights_df,326,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\GeoscienceAustralia\uncover-ml\uncoverml\validate.py
4010,tensorflow_privacy.privacy.optimizers.dp_optimizer_keras.make_keras_optimizer_class,make_keras_optimizer_class,59,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gretelai\gretel-synthetics\src\gretel_synthetics\tensorflow\dp_model.py
4011,tensorflow_privacy.privacy.analysis.compute_dp_sgd_privacy_lib.apply_dp_sgd_analysis,compute_dp_sgd_privacy_lib.apply_dp_sgd_analysis,126,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gretelai\gretel-synthetics\src\gretel_synthetics\tensorflow\dp_model.py
4019,explainerdashboard.ClassifierExplainer,ClassifierExplainer,48,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hanbo-e\wimlds_emissions\irene_models\rft_dashboard.py
4020,explainerdashboard.ExplainerDashboard,ExplainerDashboard,49,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hanbo-e\wimlds_emissions\irene_models\rft_dashboard.py
4021,explainerdashboard.ClassifierExplainer,ClassifierExplainer,63,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hanbo-e\wimlds_emissions\notebooks\what_if_2020_guli.py
4022,explainerdashboard.ExplainerDashboard,ExplainerDashboard,70,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hanbo-e\wimlds_emissions\notebooks\what_if_2020_guli.py
4043,shapely.geometry.Point,Point,44,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\JavierLopatin\Python-Remote-Sensing-Scripts\stratified_points_in_polygon.py
4044,yellowbrick.cluster.KElbowVisualizer,KElbowVisualizer,57,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\JavierLopatin\Python-Remote-Sensing-Scripts\train_cluster.py
4049,captum.attr.visualization.visualize_image_attr,viz.visualize_image_attr,64,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\johnzl-777\MFAC\Feature-Attribution\Feature Attribution Bokeh Generation.py
4051,captum.attr.visualization.visualize_image_attr,viz.visualize_image_attr,83,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\johnzl-777\MFAC\Feature-Attribution\Feature Attribution Image Generation.py
4052,captum.attr.visualization.visualize_image_attr,viz.visualize_image_attr,124,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\johnzl-777\MFAC\Feature-Attribution\Feature Attribution Image Generation.py
4053,captum.attr.visualization.visualize_image_attr,viz.visualize_image_attr,189,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\johnzl-777\MFAC\Feature-Attribution\Fish-Attribution\model1e-050.5.2022-05-11 13_52_21 Work\Kevin HP Model DeepLift Attribution Generation.py
4054,captum.attr.visualization.visualize_image_attr,viz.visualize_image_attr,189,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\johnzl-777\MFAC\Feature-Attribution\Fish-Attribution\model1e-050.5.2022-05-11 13_52_21 Work\Kevin_HP_Model_GradientSHAP_Attribution_Generation.py
4055,captum.attr.visualization.visualize_image_attr,viz.visualize_image_attr,154,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\johnzl-777\MFAC\Feature-Attribution\Fish-Attribution\model1e-050.5.2022-05-11 13_52_21 Work\TEST CPU-ONLY LRP Attribution Generation.py
4056,captum.attr.visualization.visualize_image_attr,viz.visualize_image_attr,164,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\johnzl-777\MFAC\Feature-Attribution\Fish-Attribution\model1e-050.5.2022-05-11 13_52_21 Work\TEST GPU Deconvolution Attribution Generation.py
4057,captum.attr.visualization.visualize_image_attr,viz.visualize_image_attr,188,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\johnzl-777\MFAC\Feature-Attribution\Fish-Attribution\model1e-050.5.2022-05-11 13_52_21 Work\TEST GPU Deconvolution Attribution Generation.py
4058,captum.attr.visualization.visualize_image_attr,viz.visualize_image_attr,166,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\johnzl-777\MFAC\Feature-Attribution\Fish-Attribution\model1e-050.5.2022-05-11 13_52_21 Work\TEST GPU Guided Backprop Attribution Generation .py
4059,captum.attr.visualization.visualize_image_attr,viz.visualize_image_attr,191,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\johnzl-777\MFAC\Feature-Attribution\Fish-Attribution\model1e-050.5.2022-05-11 13_52_21 Work\TEST GPU Guided Backprop Attribution Generation .py
4060,captum.attr.visualization.visualize_image_attr,viz.visualize_image_attr,196,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\johnzl-777\MFAC\Feature-Attribution\Fish-Attribution\model1e-050.5.2022-05-11 13_52_21 Work\TEST GPU Guided Backprop Attribution Generation .py
4061,captum.attr.visualization.visualize_image_attr,viz.visualize_image_attr,164,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\johnzl-777\MFAC\Feature-Attribution\Fish-Attribution\model1e-050.5.2022-05-11 13_52_21 Work\TEST GPU Input X Gradient Attribution Generation.py
4062,captum.attr.visualization.visualize_image_attr,viz.visualize_image_attr,188,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\johnzl-777\MFAC\Feature-Attribution\Fish-Attribution\model1e-050.5.2022-05-11 13_52_21 Work\TEST GPU Input X Gradient Attribution Generation.py
4063,captum.attr.visualization.visualize_image_attr,viz.visualize_image_attr,164,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\johnzl-777\MFAC\Feature-Attribution\Fish-Attribution\model1e-050.5.2022-05-11 13_52_21 Work\TEST GPU Saliency Maps Attribution Generation.py
4064,captum.attr.visualization.visualize_image_attr,viz.visualize_image_attr,188,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\johnzl-777\MFAC\Feature-Attribution\Fish-Attribution\model1e-050.5.2022-05-11 13_52_21 Work\TEST GPU Saliency Maps Attribution Generation.py
4068,captum.attr.ShapleyValueSampling,ShapleyValueSampling,147,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\johnzl-777\MFAC\Feature-Attribution\Fish-Attribution\Old-Pipeline\Shapley.py
4070,captum.attr.visualization.visualize_image_attr,viz.visualize_image_attr,445,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\johnzl-777\MFAC\Feature-Attribution\Fish-Attribution\ResNet-DeepLift Fix\4_Digit_Unique_Relu_DeepLift.py
4071,eli5.show_weights,eli5.show_weights,300,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\jonas-nothnagel\NLP-Project-Documents\notebooks_classification\technical_team\chemical_waste.py
4072,eli5.formatters.format_as_html,format_as_html,312,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\jonas-nothnagel\NLP-Project-Documents\notebooks_classification\technical_team\chemical_waste.py
4073,eli5.formatters.format_html_styles,format_html_styles,313,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\jonas-nothnagel\NLP-Project-Documents\notebooks_classification\technical_team\chemical_waste.py
4074,eli5.show_prediction,show_prediction,316,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\jonas-nothnagel\NLP-Project-Documents\notebooks_classification\technical_team\chemical_waste.py
4075,eli5.formatters.format_as_html,format_as_html,51,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\jonas-nothnagel\NLP-Project-Documents\notebooks_classification\technical_team\technical_team.py
4076,eli5.formatters.format_html_styles,format_html_styles,52,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\jonas-nothnagel\NLP-Project-Documents\notebooks_classification\technical_team\technical_team.py
4077,eli5.show_weights,eli5.show_weights,196,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\jonas-nothnagel\NLP-Project-Documents\notebooks_classification\technical_team\technical_team.py
4078,eli5.show_prediction,show_prediction,204,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\jonas-nothnagel\NLP-Project-Documents\notebooks_classification\technical_team\technical_team.py
4079,eli5.lime.TextExplainer,TextExplainer,252,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\jonas-nothnagel\NLP-Project-Documents\notebooks_classification\technical_team\technical_team.py
4080,eli5.formatters.format_as_html,format_as_html,54,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\jonas-nothnagel\NLP-Project-Documents\notebooks_classification\technical_team\tf_idf_feature_union_parent.py
4081,eli5.formatters.format_html_styles,format_html_styles,55,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\jonas-nothnagel\NLP-Project-Documents\notebooks_classification\technical_team\tf_idf_feature_union_parent.py
4082,eli5.show_weights,eli5.show_weights,112,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\jonas-nothnagel\NLP-Project-Documents\notebooks_classification\technical_team\tf_idf_feature_union_parent.py
4083,eli5.show_prediction,show_prediction,124,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\jonas-nothnagel\NLP-Project-Documents\notebooks_classification\technical_team\tf_idf_feature_union_parent.py
4084,eli5.explain_prediction,explain_prediction,127,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\jonas-nothnagel\NLP-Project-Documents\notebooks_classification\technical_team\tf_idf_feature_union_parent.py
4085,eli5.show_prediction,show_prediction,288,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\jonas-nothnagel\NLP-Project-Documents\streamlit\main.py
4090,yellowbrick.text.TSNEVisualizer,TSNEVisualizer,263,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\lab156\arxivDownload\embed\Word embeddings generation and evaluation.py
4093,aequitas.bias.Bias,Bias,110,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\lechugaa\dpa-project\src\pipeline\bias_fairness.py
4094,aequitas.fairness.Fairness,Fairness,127,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\lechugaa\dpa-project\src\pipeline\bias_fairness.py
4095,azureml.contrib.fairness.upload_dashboard_dictionary,upload_dashboard_dictionary,196,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leestott\ResponsibleAI\src\detect-fairness\fairlearn.py
4096,azureml.contrib.fairness.download_dashboard_by_upload_id,download_dashboard_by_upload_id,201,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leestott\ResponsibleAI\src\detect-fairness\fairlearn.py
4097,azureml.contrib.fairness.upload_dashboard_dictionary,upload_dashboard_dictionary,212,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leestott\ResponsibleAI\src\mlops-pipeline\scripts\build_fairlearn_multi_models.py
4098,azureml.contrib.fairness.upload_dashboard_dictionary,upload_dashboard_dictionary,58,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leestott\ResponsibleAI\src\mlops-pipeline\scripts\upload_automl_fairness.py
4113,tensorflow_privacy.privacy.optimizers.dp_optimizer.DPGradientDescentGaussianOptimizer,dp_optimizer.DPGradientDescentGaussianOptimizer,55,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\research\GDP_2019\adult_tutorial.py
4114,tensorflow_privacy.privacy.analysis.gdp_accountant.compute_eps_poisson,compute_eps_poisson,146,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\research\GDP_2019\adult_tutorial.py
4115,tensorflow_privacy.privacy.analysis.gdp_accountant.compute_mu_poisson,compute_mu_poisson,148,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\research\GDP_2019\adult_tutorial.py
4117,tensorflow_privacy.privacy.optimizers.dp_optimizer.DPAdamGaussianOptimizer,dp_optimizer.DPAdamGaussianOptimizer,59,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\research\GDP_2019\imdb_tutorial.py
4118,tensorflow_privacy.privacy.analysis.gdp_accountant.compute_eps_poisson,compute_eps_poisson,146,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\research\GDP_2019\imdb_tutorial.py
4119,tensorflow_privacy.privacy.analysis.gdp_accountant.compute_mu_poisson,compute_mu_poisson,148,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\research\GDP_2019\imdb_tutorial.py
4133,tensorflow_privacy.privacy.analysis.compute_dp_sgd_privacy_lib.compute_dp_sgd_privacy,compute_dp_sgd_privacy,46,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\leoalexand\aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\analysis\compute_dp_sgd_privacy.py
